Sigla do Cliente;Nome do cliente;Código do cliente;SE;Número do contrato;Status do contrato no ERP;CNPJ do Cliente;CDIP de Abrangência;e-Carta Integração;Armazenamento;Prazo de Armazenamento;Status do contrato no SGD;Fragmentação
RKT;PMPA;2692;SUPERINTENDENCIA ESTADUAL RS  ;9912502692;Ativo;92963560000160;CDIP/FLN3;Sim;Sim;0;Ativo;Não
MGY;PODER EXECUTIVO MUNICIPAL;6204;SUPERINTENDENCIA ESTADUAL MG  ;9912536204;Ativo;18338178000102;CDIP - Curitiba;Sim;Não;0;Ativo;Não
QB;POLÍCIA CIVIL DE MG;36;SUPERINTENDENCIA ESTADUAL MG  ;9912349218;Ativo;18715532000170;CDIP - Curitiba;Não;Não;0;Ativo;Não
HA;POLÍCIA CIVIL DE MG - CNH;23;SUPERINTENDENCIA ESTADUAL MG  ;9912349218;Ativo;18715532000170;CDIP - Curitiba;Não;Sim;180;Ativo;Não
NL;POLÍCIA CIVIL DE MG - LEILAO;26;SUPERINTENDENCIA ESTADUAL MG  ;9912349218;Ativo;18715532000170;CDIP - Curitiba;Não;Não;180;Ativo;Não
YM;POLICIA CIVIL DO ESTADO DE MG;9218;SUPERINTENDENCIA ESTADUAL MG  ;9912349218;Ativo;18715532000170;CDIP - Curitiba;Não;Não;180;Ativo;Não
IO;POLÍCIA CIVIL DO ESTADO DE MINAS GERAIS;9219;SUPERINTENDENCIA ESTADUAL MG  ;9912349218;Ativo;18715532000170;CDIP - Curitiba;Não;Sim;180;Ativo;Não
DF;POLICIA CIVIL DO ESTADO MINAS GERAIS;1812;SUPERINTENDENCIA ESTADUAL MG  ;9912349218;Ativo;18715532000170;CDIP - Curitiba;Não;Sim;180;Ativo;Sim
NX;PONTONET ASSISTENCIA TECNICA;9914;SUPERINTENDENCIA ESTADUAL SPM ;9912340019;Ativo;02839826000174;Desativado - CDIP/SPM3;Não;Sim;180;Ativo;Não
SXP;PORTAL DE DOCUMENTOS LTDA;4763;SUPERINTENDENCIA ESTADUAL SPM ;9912254762;Ativo;09068493000176;Desativado - CDIP/SPM3;Sim;Sim;30;Ativo;Não
XP;Portal de Documentos S/A;4762;SUPERINTENDENCIA ESTADUAL SPM ;9912254762;Ativo;09068493000176;Desativado - CDIP/SPM3;Não;Não;180;Ativo;Não
SEF;PORTO DA FOLHA GABINETE PREFEITO;2678;SUPERINTENDENCIA ESTADUAL SE  ;9912592678;Ativo;13131982000100;Desativado - CDIP/SPM3;Não;Sim;180;Ativo;Sim
SRP;PORTO SEGURO SA;2620;SUPERINTENDENCIA ESTADUAL SPM ;9912262040;Ativo;02149205000169;Desativado - CDIP/SPM3;Não;Sim;180;Ativo;Sim
STD;PORTO SEGURO SA;2262;SUPERINTENDENCIA ESTADUAL SPM ;9912262040;Ativo;02149205000169;Desativado - CDIP/SPM3;Não;Sim;30;Ativo;Não
KW;Positivo Informática S.A;2858;SUPERINTENDENCIA ESTADUAL PR  ;9912332854;Ativo;81243735000148;CDIP - Curitiba;Não;Sim;180;Ativo;Não
DFP;POSTAL SAUDE;323;SUPERINTENDENCIA ESTADUAL BSB ;9912511026;Ativo;18275071000162;Desativado CDIP/BSB2;Não;Sim;180;Ativo;Não
PRB;POSTAR SERV DOBRAS ENV POSTAIS LTDA PRB;9775;SUPERINTENDENCIA ESTADUAL PR  ;9912389775;Ativo;00141079000170;CDIP - Curitiba;Não;Sim;30;Ativo;Não
PO;(PO-1376) RECEITA FEDERAL RF08;1376;SUPERINTENDENCIA ESTADUAL SPM ;9912521376;Ativo;00394460011771;Desativado - CDIP/SPM3;Não;Sim;180;Ativo;Não
QZ;PPP HABITACIONAL SP LOTE 1;9495;SUPERINTENDENCIA ESTADUAL SPM ;9912409495;Ativo;21876833000190;Desativado - CDIP/SPM3;Não;Não;180;Ativo;Não
SYE;PPP HABITACIONAL SP LT 1 S A;9496;SUPERINTENDENCIA ESTADUAL SPM ;9912409495;Ativo;21876833000190;Desativado - CDIP/SPM3;Sim;Sim;180;Ativo;Não
SYJ;PPP HABITACIONAL SP LT 1 S A (SYJ);9497;SUPERINTENDENCIA ESTADUAL SPM ;9912409495;Ativo;21876833000190;Desativado - CDIP/SPM3;Sim;Não;0;Ativo;Não
PBP;PR SSP C. DE BOMBEIROS MILITAR DO PARANA;9942;SUPERINTENDENCIA ESTADUAL PR  ;9912713622;Ativo;76416932000181;CDIP - Curitiba;Sim;Sim;180;Ativo;Não
MW;PREF DO MUNICÍPIO DE MARMELEIRO - MW;55;SUPERINTENDENCIA ESTADUAL PR  ;9912356952;Ativo;76205665000101;CDIP - Curitiba;Não;Sim;180;Ativo;Não
PZZ;PREF MUN DE FOZ DO IGUACU - PZZ;5315;SUPERINTENDENCIA ESTADUAL PR  ;9912395315;Ativo;76206606000140;CDIP - Curitiba;Sim;Sim;30;Ativo;Sim
RH;PREF. MUN. DE GOIANIA;4842;SUPERINTENDENCIA ESTADUAL GO  ;9912284842;Ativo;01612092000123;Desativado CDIP/BSB2;Sim;Não;0;Ativo;Não
NG;PREF. MUN. DE NOSSA SENHORA DA GLÓRIA;3944;SUPERINTENDENCIA ESTADUAL SE  ;9912656642;Ativo;13113626000156;Desativado - CDIP/SPM3;Não;Sim;180;Ativo;Não
HG;PREF MUN DE SÃO GONÇALO DO AMARANTE;88;SUPERINTENDENCIA ESTADUAL RN  ;9912462691;Ativo;08079402000135;CDIP - Curitiba;Sim;Sim;30;Ativo;Sim
CES;PREF MUN SAO GONCALO DO AMARANTE;5307;SUPERINTENDENCIA ESTADUAL CE  ;9912665307;Ativo;07533656000119;Desativado CDIP/BSB2;Não;Sim;30;Ativo;Não
WF;PREF. MUN. VITORIA DA CONQUISTA/BA;7573;SUPERINTENDENCIA ESTADUAL BA  ;9912384796;Cancelado;14239578000100;Desativado CDIP/BSB2;Não;Não;;Cancelado;Não
STA;PREF MUNIC DE BOTUCATU GABIN DO PREFEITO;4750;SUPERINTENDENCIA ESTADUAL SPM ;9912644750;Ativo;46634101000115;Desativado - CDIP/SPM3;Não;Sim;180;Ativo;Sim
AR;Pref. Municipal de Arapongas - AR;79;SUPERINTENDENCIA ESTADUAL PR  ;9912673034;Ativo;76958966000106;CDIP - Curitiba;Não;Sim;180;Ativo;Não
RNL;PREF MUNICIPAL DE NISIA FLORESTA -RNL;8897;SUPERINTENDENCIA ESTADUAL RN  ;9912718897;Ativo;08167306000149;CDIP - Curitiba;Sim;Sim;30;Ativo;Não
PRQ;PREF. MUNICIPAL DE SANTA HELENA - PRQ;2185;SUPERINTENDENCIA ESTADUAL PR  ;9912612185;Ativo;76206457000119;CDIP - Curitiba;Não;Não;180;Ativo;Sim
BAA;PREF MUNICIPAL DE SANTO ANTÔNIO DE JESUS;8051;SUPERINTENDENCIA ESTADUAL BA  ;9912448051;Cancelado;13825476000103;Desativado CDIP/BSB2;Sim;Sim;30;Ativo;Não
SSR;PREF MUNICIPAL DE SAO JOSE DO RIO PRETO;860;SUPERINTENDENCIA ESTADUAL SPI ;9912590860;Ativo;46588950000180;Desativado - CDIP/SPM3;Sim;Sim;30;Ativo;Não
GPD;PREF MUNICIPAL GAB DO PREFEITO;5357;SUPERINTENDENCIA ESTADUAL GO  ;9912515357;Ativo;25107525000151;Desativado CDIP/BSB2;Sim;Sim;0;Ativo;Não
PFA;PREFEITURA DA CIDADE DO PAULISTA;5047;SUPERINTENDENCIA ESTADUAL PE  ;9912520547;Ativo;10408839000117;Desativado - CDIP/FLN2;Não;Sim;180;Ativo;Não
AO;PREFEITURA DA CIDADE DO RECIFE;5295;SUPERINTENDENCIA ESTADUAL PE  ;9912505327;Suspenso;10565000000192;Desativado - CDIP/FLN2;Não;Não;180;Ativo;Não
PEM;PREFEITURA DE CAMARAGIBE;9110;SUPERINTENDENCIA ESTADUAL PE  ;9912469109;Suspenso;08260663000157;Desativado - CDIP/FLN2;Sim;Não;0;Ativo;Sim
PEO;PREFEITURA DE OLINDA - SEFAZ;6256;SUPERINTENDENCIA ESTADUAL PE  ;9912516463;Ativo;10404184000109;Desativado - CDIP/FLN2;Não;Não;0;Ativo;Não
TP;PREFEITURA DE PALMAS SMSDCT TO;942;SUPERINTENDENCIA ESTADUAL TO  ;9912330492;;24851511000185;Desativado CDIP/BSB2;Não;Não;0;Ativo;Não
SCW;PREFEITURA DE TIMBO;7547;SUPERINTENDENCIA ESTADUAL SC  ;9912467547;Ativo;83102764000115;Desativado - CDIP/FLN2;Não;Sim;180;Ativo;Não
UV;PREFEITURA DE UNIÃO DA VITÓRIA - UV;38;SUPERINTENDENCIA ESTADUAL PR  ;9912382942;Ativo;75967760000171;CDIP - Curitiba;Não;Sim;180;Ativo;Não
PZQ;PREFEITURA DO MUNICIPIO DE MARINGA;9357;SUPERINTENDENCIA ESTADUAL PR  ;9912589357;Ativo;76282656000106;CDIP - Curitiba;Sim;Sim;30;Ativo;Não
BO;PREFEITURA MUN. DE BARRA DOS COQUEIROS;4235;SUPERINTENDENCIA ESTADUAL SE  ;9912532513;Suspenso;13128863000190;Desativado - CDIP/SPM3;Não;Não;0;Ativo;Não
IK;PREFEITURA MUN DE IRATI     ( IRATRAN );83;SUPERINTENDENCIA ESTADUAL PR  ;9912371147;Ativo;75654574000182;CDIP - Curitiba;Não;Sim;180;Ativo;Não
WP;PREFEITURA MUN RIACHAO JACUIPE - SUMUT;7673;SUPERINTENDENCIA ESTADUAL BA  ;9912469107;Suspenso;20437805000104;Desativado CDIP/BSB2;Não;Não;;Ativo;Não
RNS;PREFEITURA MUN SAO JOSE DE MIPIBU - RNS;6317;SUPERINTENDENCIA ESTADUAL PR  ;9912676317;Ativo;08365850000103;CDIP - Curitiba;Sim;Sim;30;Ativo;Sim
GOL;PREFEITURA MUN SAO LUIS DE MONTES BELOS;2559;SUPERINTENDENCIA ESTADUAL GO  ;9912522559;Ativo;02320406000187;Desativado CDIP/BSB2;Sim;Não;30;Ativo;Não
ZA;PREFEITURA MUNCIPAL DE MINAÇU;1865;SUPERINTENDENCIA ESTADUAL GO  ;9912502369;Ativo;02215275000178;Desativado CDIP/BSB2;Não;Não;180;Ativo;Não
AU;Prefeitura Munic Teixeira de Freitas/BA;6336;SUPERINTENDENCIA ESTADUAL BA  ;9912410775;Suspenso;13650403000128;Desativado CDIP/BSB2;Não;Não;;Ativo;Não
RJP;PREFEITURA MUNICIPAL;8840;SUPERINTENDENCIA ESTADUAL RJ  ;9912633693;Suspenso;32412819000152;Desativado - CDIP/SPM3;Sim;Não;0;Ativo;Não
MAV;PREFEITURA MUNICIPAL;5872;SUPERINTENDENCIA ESTADUAL MA  ;9912625872;Ativo;06158455000116;Desativado CDIP/BSB2;Sim;Sim;30;Ativo;Não
CK;PREFEITURA MUNICIPAL CAMPO LARGO - CK;30;SUPERINTENDENCIA ESTADUAL PR  ;9912523330;Ativo;76105618000188;CDIP - Curitiba;Não;Sim;180;Ativo;Sim
MAC;PREFEITURA MUNICIPAL DE AÇAILÂNDIA;7106;SUPERINTENDENCIA ESTADUAL MA  ;9912584996;Ativo;07000268000172;Desativado CDIP/BSB2;Sim;Sim;180;Ativo;Não
PD;PREFEITURA MUNICIPAL DE AGUAS LINDAS;5206;SUPERINTENDENCIA ESTADUAL GO  ;9912528255;Ativo;01616520000196;Desativado CDIP/BSB2;Sim;Não;0;Ativo;Não
AV;PREFEITURA MUNICIPAL DE ARAUCÁRIA - AV;78;SUPERINTENDENCIA ESTADUAL PR  ;9912470430;Ativo;76105535000199;CDIP - Curitiba;Não;Sim;180;Ativo;Não
NF;PREFEITURA MUNICIPAL DE BARREIRAS;7612;SUPERINTENDENCIA ESTADUAL BA  ;9912499884;Ativo;13654405000195;Desativado CDIP/BSB2;Não;Sim;180;Ativo;Não
SZA;PREFEITURA MUNICIPAL DE BARUERI;8379;SUPERINTENDENCIA ESTADUAL SPM ;9912638379;Ativo;46523015000135;Desativado - CDIP/SPM3;Sim;Sim;180;Ativo;Não
SCM;PREFEITURA MUNICIPAL DE BLUMENAU;6581;SUPERINTENDENCIA ESTADUAL SC  ;9912506581;Ativo;83108357000115;Desativado - CDIP/FLN2;Sim;Sim;30;Ativo;Não
SCL;PREFEITURA MUNICIPAL DE BLUMENAU;9912;SUPERINTENDENCIA ESTADUAL SC  ;9912506581;Ativo;83108357000115;Desativado - CDIP/FLN2;Não;Sim;30;Ativo;Não
VB;PREFEITURA MUNICIPAL DE BOA VISTA;5285;SUPERINTENDENCIA ESTADUAL RR  ;9912245285;Cancelado;05943030000155;Desativado CDIP/BSB2;Não;Sim;180;Cancelado;Não
RNK;PREFEITURA MUNICIPAL DE CACHOEIRINHA;7352;SUPERINTENDENCIA ESTADUAL RS  ;9912367352;Ativo;87990800000185;Desativado - CDIP/FLN2;Não;Sim;30;Ativo;Sim
SDB;PREFEITURA MUNICIPAL DE CAMPINAS;5429;SUPERINTENDENCIA ESTADUAL SPI ;9912395429;Ativo;51885242000140;Desativado - CDIP/SPM3;Sim;Sim;30;Ativo;Sim
HU;PREFEITURA MUNICIPAL DE CAMPO MAIOR-PI;9081;SUPERINTENDENCIA ESTADUAL PI  ;9912548594;Ativo;06716880000183;Desativado - CDIP/SPM3;Não;Não;180;Ativo;Não
UF;PREFEITURA MUNICIPAL DE CARMÓPOLIS;627;SUPERINTENDENCIA ESTADUAL SE  ;9912689261;Ativo;13108535000122;Desativado - CDIP/SPM3;Não;Sim;180;Ativo;Não
MTN;PREFEITURA MUNICIPAL DE CONFRESA;1192;SUPERINTENDENCIA ESTADUAL MT  ;9912673260;Ativo;37464716000150;Desativado CDIP/BSB2;Não;Sim;30;Ativo;Não
MSG;PREFEITURA MUNICIPAL DE DOURADOS;9947;SUPERINTENDENCIA ESTADUAL MS  ;9912439947;Ativo;03155926000144;CDIP - Curitiba;Sim;Sim;30;Ativo;Não
FG;PREFEITURA MUNICIPAL DE FORMOSA;659;SUPERINTENDENCIA ESTADUAL GO  ;9912511433;Ativo;01738780000134;Desativado CDIP/BSB2;Sim;Não;0;Ativo;Não
SUA;PREFEITURA MUNICIPAL DE HORTOLANDIA;2057;SUPERINTENDENCIA ESTADUAL SPI ;9912452057;Ativo;67995027000132;Desativado - CDIP/SPM3;Sim;Sim;30;Ativo;Não
NO;Prefeitura Municipal de Ilheus - BA;2157;SUPERINTENDENCIA ESTADUAL BA  ;9912410593;Cancelado;13672597000162;Desativado CDIP/BSB2;Não;Não;0;Cancelado;Não
MI;Prefeitura Municipal de Iporá;13;SUPERINTENDENCIA ESTADUAL GO  ;9912520177;Ativo;01157536000188;Desativado CDIP/BSB2;Não;Sim;180;Ativo;Não
NHB;PREFEITURA MUNICIPAL DE ITABIRA;941;SUPERINTENDENCIA ESTADUAL MG  ;9912270941;Ativo;18299446000124;Desativado - CDIP/SPM3;Sim;Sim;30;Ativo;Sim
MSI;PREFEITURA MUNICIPAL DE ITAQUIRAI - MS;8465;SUPERINTENDENCIA ESTADUAL MS  ;9912598465;Ativo;15403041000104;CDIP - Curitiba;Sim;Sim;90;Ativo;Não
JA;Prefeitura Municipal de Jaraguá - Goiás;16;SUPERINTENDENCIA ESTADUAL GO  ;9912567653;Ativo;01223916000173;Desativado CDIP/BSB2;Não;Sim;180;Ativo;Não
LZ;PREFEITURA MUNICIPAL DE LAURO DE FREITAS;9354;SUPERINTENDENCIA ESTADUAL BA  ;9912447992;Ativo;13927819000140;Desativado CDIP/BSB2;Não;Não;0;Ativo;Não
SSP;PREFEITURA MUNICIPAL DE LIMEIRA;7505;SUPERINTENDENCIA ESTADUAL SPI ;9912327505;Ativo;45132495000140;Desativado - CDIP/SPM3;Sim;Sim;30;Ativo;Não
LU;Prefeitura Municipal de Luziania;4645;SUPERINTENDENCIA ESTADUAL GO  ;9912522178;Ativo;01169416000109;Desativado CDIP/BSB2;Sim;Não;0;Ativo;Não
PF;PREFEITURA MUNICIPAL DE MACAIBA;7754;SUPERINTENDENCIA ESTADUAL RN  ;9912558417;Ativo;08234148000100;Desativado - CDIP/SPM3;Não;Não;0;Ativo;Não
MO;PREFEITURA MUNICIPAL DE MOSSORÓ;1100;SUPERINTENDENCIA ESTADUAL RN  ;9912271100;Cancelado;08348971000139;CDIP - Curitiba;Sim;Não;0;Cancelado;Não
MSN;PREFEITURA MUNICIPAL DE NAVIRAI - MSN;9920;SUPERINTENDENCIA ESTADUAL MS  ;9912559920;Ativo;03155934000190;CDIP - Curitiba;Sim;Sim;180;Ativo;Não
QA;Prefeitura Municipal de Paranavaí - QA;64;SUPERINTENDENCIA ESTADUAL PR  ;9912523853;Ativo;76977768000181;CDIP - Curitiba;Não;Sim;180;Ativo;Não
QC;PREFEITURA MUNICIPAL DE PARNAÍBA;1434;SUPERINTENDENCIA ESTADUAL PI  ;9912590999;Ativo;06554430000131;Desativado - CDIP/SPM3;Não;Não;180;Ativo;Não
PN;Prefeitura Municipal de Parnamirim;9937;SUPERINTENDENCIA ESTADUAL RN  ;9912407862;Ativo;08170862000174;CDIP - Curitiba;Sim;Sim;30;Ativo;Sim
AP;PREFEITURA MUNICIPAL DE PINHEIRO;1913;SUPERINTENDENCIA ESTADUAL MA  ;9912568106;Cancelado;06200745000180;Desativado CDIP/BSB2;Não;Sim;30;Suspenso;Não
MAP;PREFEITURA MUNICIPAL DE PINHEIRO;1090;SUPERINTENDENCIA ESTADUAL MA  ;9912568106;Cancelado;06200745000180;Desativado CDIP/BSB2;Sim;Sim;30;Ativo;Não
FK;PREFEITURA MUNICIPAL DE PIRIPIRI;2085;SUPERINTENDENCIA ESTADUAL PI  ;9912580396;Cancelado;06553861000183;Desativado - CDIP/SPM3;Sim;Não;180;Cancelado;Não
NP;PREFEITURA MUNICIPAL DE PORTO NACIONAL;7824;SUPERINTENDENCIA ESTADUAL TO  ;9912257824;Cancelado;00299198000156;Desativado CDIP/BSB2;Não;Não;0;Cancelado;Não
PP;PREFEITURA MUNICIPAL DE PROPRIA;2010;SUPERINTENDENCIA ESTADUAL SE  ;9912702144;Ativo;13117320000178;Desativado - CDIP/SPM3;Não;Sim;180;Ativo;Não
MTQ;PREFEITURA MUNICIPAL DE QUERENCIA;9815;SUPERINTENDENCIA ESTADUAL MT  ;9912559815;Ativo;37465002000166;Desativado CDIP/BSB2;Não;Sim;180;Ativo;Sim
GPS;PREFEITURA MUNICIPAL DE SANCLERLANDIA;9152;SUPERINTENDENCIA ESTADUAL GO  ;9912539152;Ativo;02164804000151;Desativado CDIP/BSB2;Sim;Sim;30;Ativo;Sim
QE;PREFEITURA MUNICIPAL DE SÃO LUIS;428;SUPERINTENDENCIA ESTADUAL MA  ;9912452523;Ativo;06307102000130;Desativado CDIP/BSB2;Sim;Sim;30;Ativo;Não
SX;PREFEITURA MUNICIPAL DE SARANDI - SX;43;SUPERINTENDENCIA ESTADUAL PR  ;9912275665;Ativo;78200482000110;CDIP - Curitiba;Não;Sim;180;Ativo;Não
WR;PREFEITURA MUNICIPAL DE TOBIAS BARRETO;9080;SUPERINTENDENCIA ESTADUAL SE  ;9912688925;Ativo;13119300000136;Desativado - CDIP/SPM3;Não;Sim;0;Ativo;Não
VZ;Prefeitura Municipal de Valenca - BA;115;SUPERINTENDENCIA ESTADUAL BA  ;9912536013;Ativo;14235899000136;Desativado CDIP/BSB2;Não;Não;0;Ativo;Não
MSH;PREFEITURA MUNICIPAL PRUDENTE DE MORAIS;6551;SUPERINTENDENCIA ESTADUAL MG  ;9912456551;Ativo;18314625000193;CDIP - Curitiba;Não;Não;180;Ativo;Não
MIV;PREFEITURA MUNICIPAL SANTANA DO PARAISO;116;SUPERINTENDENCIA ESTADUAL MG  ;9912460116;Ativo;38515573000120;CDIP - Curitiba;Não;Sim;180;Ativo;Não
RKU;PREFEITURA PREF GAB DO PREFEITO;5441;SUPERINTENDENCIA ESTADUAL PR  ;9912555441;Ativo;76017466000161;CDIP - Curitiba;Não;Sim;180;Ativo;Não
SSG;PREVENT SENIOR;7272;SUPERINTENDENCIA ESTADUAL SPM ;9912277272;Ativo;00461479000163;Desativado - CDIP/SPM3;Sim;Sim;30;Ativo;Sim
DFS;PRF DF;8340;SUPERINTENDENCIA ESTADUAL BSB ;9912611155;Ativo;00394494013629;Desativado CDIP/BSB2;Sim;Sim;30;Ativo;Não
SPW;PROCONSULT PAGIN E GRAVA LTDA EPP;6585;SUPERINTENDENCIA ESTADUAL SPM ;9912326585;Ativo;17838977000185;Desativado - CDIP/SPM3;Não;Não;180;Ativo;Não
PEI;PROCURADORIA GERAL DA JUSTICA;4463;SUPERINTENDENCIA ESTADUAL PE  ;9912244630;Ativo;24417065000103;Desativado - CDIP/FLN2;Não;Sim;180;Ativo;Não
NA;PROCURADORIA GERAL DA JUSTIÇA DE PE;4630;SUPERINTENDENCIA ESTADUAL PE  ;9912244630;Ativo;24417065000103;Desativado - CDIP/FLN2;Sim;Sim;30;Ativo;Sim
PEB;PROCURADORIA GERAL DO ESTADO;3308;SUPERINTENDENCIA ESTADUAL PE  ;9912443308;Ativo;35329242000108;Desativado - CDIP/FLN2;Sim;Não;0;Ativo;Não
AX;PROCURADORIA REGIONAL DO TRABALHO 24ª RE;3408;SUPERINTENDENCIA ESTADUAL MS  ;9912253408;Ativo;26989715006305;CDIP - Curitiba;Não;Não;0;Ativo;Não
MP;PRODESP HONDA;6793;SUPERINTENDENCIA ESTADUAL SPM ;9912356792;Ativo;62577929000135;Desativado - CDIP/SPM3;Não;Não;0;Ativo;Não
SQK;PROFACIL ORG E ADM DE DOCUMENTOS LTDA;4844;SUPERINTENDENCIA ESTADUAL SPM ;9912534844;Suspenso;29844661000185;Desativado - CDIP/SPM3;Não;Não;180;Ativo;Sim
SXW;PROGOODS SOLUÇÕES EM SAÚDE E COMER LTDA;6243;SUPERINTENDENCIA ESTADUAL SPM ;9912466243;Ativo;19094337000133;Desativado - CDIP/SPM3;Não;Não;180;Ativo;Não
SRB;PROMEDON BR PROD MEDICO HOSPITAL LTDA;660;SUPERINTENDENCIA ESTADUAL SPM ;9912506607;Ativo;00028682000140;Desativado - CDIP/SPM3;Não;Sim;180;Ativo;Sim
SPX;PROMEDON SP PRODUTOS MEDICO HOSPIT LTDA;3317;SUPERINTENDENCIA ESTADUAL SPM ;9912506607;Ativo;00028682000140;Desativado - CDIP/SPM3;Não;Sim;180;Ativo;Não
PRC;PSD EDUCAÇÃO S/A;89;SUPERINTENDENCIA ESTADUAL PR  ;9912450089;Ativo;06267630001509;CDIP - Curitiba;Não;Sim;30;Ativo;Sim
PZA;PZA-PALMAS PREFEITURA;7916;SUPERINTENDENCIA ESTADUAL PR  ;9912580032;Ativo;76161181000108;CDIP - Curitiba;Sim;Sim;30;Ativo;Não
STX;QUADRA GABINETE DO PREFEITO;6054;SUPERINTENDENCIA ESTADUAL SPI ;9912646054;Ativo;01612145000106;Desativado - CDIP/SPM3;Não;Não;0;Ativo;Não
QX;(QX-2813) ALELO PRE PAGOS;2813;SUPERINTENDENCIA ESTADUAL SPM ;9912232238;Ativo;60746948000112;Desativado - CDIP/SPM3;Não;Sim;180;Ativo;Não
RYS;RANDON SA IMPLEMENTOS E PARTICIPACOES;5779;SUPERINTENDENCIA ESTADUAL RS  ;9912315779;Ativo;89086144000116;Desativado - CDIP/FLN2;Sim;Não;30;Ativo;Não
ACB;RBTRANS;9338;SUPERINTENDENCIA ESTADUAL ACR ;9912609338;Ativo;05139657000158;Desativado CDIP/BSB2;Não;Sim;30;Ativo;Sim
RA;Receita Federal do Brasil em  Belém;7065;SUPERINTENDENCIA ESTADUAL PA  ;9912509449;Ativo;00394460007073;Desativado CDIP/BSB2;Não;Não;0;Ativo;Não
ROO;REDE IDEIA CERTIFICACAO DIGITAL;3317;SUPERINTENDENCIA ESTADUAL RS  ;9912407746;Ativo;10707895000152;Desativado - CDIP/FLN2;Não;Sim;30;Ativo;Sim
MIE;RENATO ASSIS ADVOGADOS ASSOCIADOS;8227;SUPERINTENDENCIA ESTADUAL MG  ;9912382168;Ativo;10444029000116;CDIP - Curitiba;Não;Sim;180;Ativo;Não
RF;(RF-540) SECRETARIA DA RECEITA FEDERAL;540;SUPERINTENDENCIA ESTADUAL SPM ;9912265725;Ativo;00394460005887;Desativado - CDIP/SPM3;Não;Não;;Ativo;Não
SXT;RG LOG LOGISTICA E TRANSPORTE LTDA;8776;SUPERINTENDENCIA ESTADUAL SPM ;9912468776;Ativo;10213051001399;Desativado - CDIP/SPM3;Não;Não;180;Ativo;Não
SSD;RICCOM;2139;SUPERINTENDENCIA ESTADUAL SPM ;9912542139;Ativo;20513254000110;Desativado - CDIP/SPM3;Não;Sim;180;Ativo;Sim
RKE;RIO DE JANEIRO REFRESCOS LTDA;2769;SUPERINTENDENCIA ESTADUAL RJ  ;9912252769;Ativo;00074569000100;Desativado - CDIP/SPM3;Sim;Sim;30;Ativo;Não
SWU;RIOPREVIDENCIA;4165;SUPERINTENDENCIA ESTADUAL RJ  ;9912368504;Cancelado;03066219000181;Desativado - CDIP/SPM3;Não;Não;180;Ativo;Não
SRN;RODOBENS S A;1173;SUPERINTENDENCIA ESTADUAL SPI ;9912381172;Ativo;59981829000165;Desativado - CDIP/SPM3;Sim;Sim;30;Ativo;Sim
PBR;ROLANDIA PREF GABINETE DO PREFEITO;7543;SUPERINTENDENCIA ESTADUAL PR  ;9912467543;Ativo;76288760000108;CDIP - Curitiba;Sim;Sim;30;Ativo;Sim
RKD;RSD SERVICOS EMPRESARIAS E LOGISTICA LTD;2356;SUPERINTENDENCIA ESTADUAL RS  ;9912642356;Ativo;50109457000107;Desativado - CDIP/FLN2;Não;Sim;180;Ativo;Não
RT;(RT-0209)SERASA S/A;209;SUPERINTENDENCIA ESTADUAL SPM ;9912320209;Ativo;62173620000180;Desativado - CDIP/SPM3;Não;Não;0;Ativo;Não
GPT;RUBIATABA PREF GABINETE DO PREFEITO;6319;SUPERINTENDENCIA ESTADUAL GO  ;9912646319;Ativo;02382836000123;Desativado CDIP/BSB2;Sim;Sim;0;Ativo;Não
YG;SAFILO DO BRASIL LTDA;6638;SUPERINTENDENCIA ESTADUAL SPM ;9912266638;Ativo;03088271000139;Desativado - CDIP/SPM3;Não;Sim;180;Ativo;Não
SDG;SALGADO JUNIOR SOCIEDADE DE ADVOGADOS;7933;SUPERINTENDENCIA ESTADUAL SPM ;9912347933;Ativo;11830537000103;Desativado - CDIP/SPM3;Sim;Sim;30;Ativo;Sim
SQP;SANCHEZ E SANCHEZ SOCIEDADE DE ADVOGADOS;386;SUPERINTENDENCIA ESTADUAL SPI ;9912303867;Ativo;02663941000130;Desativado - CDIP/SPM3;Não;Sim;180;Ativo;Não
SSH;SANTA CASA SAUDE;2776;SUPERINTENDENCIA ESTADUAL SPI ;9912422776;Ativo;18321477000134;Desativado - CDIP/SPM3;Sim;Sim;30;Ativo;Sim
MHX;SAO LOURENCO GABINETE PREFEITO;551;SUPERINTENDENCIA ESTADUAL MG  ;9912630551;Ativo;18188219000121;CDIP - Curitiba;Sim;Sim;30;Ativo;Sim
SQR;SBA TORRES BRASIL LIMITADA;5284;SUPERINTENDENCIA ESTADUAL SPM ;9912345284;Ativo;16587135000135;Desativado - CDIP/SPM3;Não;Sim;180;Ativo;Não
SXE;SBS CONSULTORIA EM GESTAO DE ATIVOS SA;5125;SUPERINTENDENCIA ESTADUAL SPM ;9912275125;Cancelado;11230853000136;Desativado - CDIP/SPM3;Não;Sim;0;Ativo;Não
SQB;SBS E BPO;7512;SUPERINTENDENCIA ESTADUAL SPM ;9912275125;Cancelado;11230853000136;Desativado - CDIP/SPM3;Não;Sim;180;Ativo;Não
MSS;SDB COM DE ALIM LTDA - MSS;8699;SUPERINTENDENCIA ESTADUAL MS  ;9912708699;Ativo;09477652000196;CDIP - Curitiba;Sim;Sim;30;Ativo;Não
